Date,Nivel,Rain
30/01/2007,2586,0
31/01/2007,2577,0
01/02/2007,2565,0
02/02/2007,2553,0
03/02/2007,2545,0
04/02/2007,2524,0
05/02/2007,2513,0
06/02/2007,2492,0
07/02/2007,2469,0
08/02/2007,2452,0
09/02/2007,2432,0
10/02/2007,2410,0
11/02/2007,2393,0
12/02/2007,2376,0
13/02/2007,2359,0
14/02/2007,2345,3
15/02/2007,2331,0
16/02/2007,2317,0
17/02/2007,2309,0
18/02/2007,2306,0
19/02/2007,2301,2
20/02/2007,2298,0
21/02/2007,2295,0
22/02/2007,2293,0
23/02/2007,2287,0
24/02/2007,2282,0
25/02/2007,2276,0
26/02/2007,2271,0
27/02/2007,2263,0
28/02/2007,2255,0
01/03/2007,2246,0
02/03/2007,2238,0
03/03/2007,2233,0
04/03/2007,2225,0
05/03/2007,2217,0
06/03/2007,2211,0
07/03/2007,2206,0
08/03/2007,2201,0
09/03/2007,2193,0
10/03/2007,2185,0
11/03/2007,2177,0
12/03/2007,2171,0
13/03/2007,2163,0
14/03/2007,2158,0
15/03/2007,2153,0
16/03/2007,2145,0
17/03/2007,2137,0
18/03/2007,2129,0
19/03/2007,2121,0
20/03/2007,2116,0
21/03/2007,2111,0
22/03/2007,2106,0
23/03/2007,2100,0
24/03/2007,2095,0
25/03/2007,2090,0
26/03/2007,2082,0
27/03/2007,2074,0
28/03/2007,2067,0
29/03/2007,2059,0
30/03/2007,2051,0
31/03/2007,2044,0
01/04/2007,2036,0
02/04/2007,2028,0
03/04/2007,2021,0
04/04/2007,2013,0
05/04/2007,2006,0
06/04/2007,1998,0
07/04/2007,1990,0
08/04/2007,1983,0
09/04/2007,1975,0
10/04/2007,1968,0
11/04/2007,1960,0
12/04/2007,1953,0
13/04/2007,1945,0
14/04/2007,1938,0
15/04/2007,1931,0
16/04/2007,1926,0
17/04/2007,1921,0
18/04/2007,1916,0
19/04/2007,1911,0
20/04/2007,1923,23
21/04/2007,1921,0
22/04/2007,1931,14
23/04/2007,1926,0
24/04/2007,1918,0
25/04/2007,1911,0
26/04/2007,1904,0
27/04/2007,1896,0
28/04/2007,1889,0
29/04/2007,1882,0
30/04/2007,1874,0
01/05/2007,1867,0
02/05/2007,1860,0
03/05/2007,1853,0
04/05/2007,1857,32
05/05/2007,1853,0
06/05/2007,1845,0
07/05/2007,1838,0
08/05/2007,1831,0
09/05/2007,1826,1
10/05/2007,1819,0
11/05/2007,1812,0
12/05/2007,1805,0
13/05/2007,1807,9
14/05/2007,1800,0
15/05/2007,1777,0
16/05/2007,1746,0
17/05/2007,1716,0
18/05/2007,1687,0
19/05/2007,1669,9
20/05/2007,1642,0
21/05/2007,1615,0
22/05/2007,1587,0
23/05/2007,1559,0
24/05/2007,1531,0
25/05/2007,1504,0
26/05/2007,1477,0
27/05/2007,1450,0
28/05/2007,1416,0
29/05/2007,1379,0
30/05/2007,1342,0
31/05/2007,1306,0
01/06/2007,1270,0
02/06/2007,1234,0
03/06/2007,1197,0
04/06/2007,1161,0
05/06/2007,1125,0
06/06/2007,1088,0
07/06/2007,1053,0
08/06/2007,1017,0
09/06/2007,982,0
10/06/2007,947,0
11/06/2007,918,15
12/06/2007,882,1
13/06/2007,846,0
14/06/2007,811,0
15/06/2007,775,2
16/06/2007,740,1
17/06/2007,705,0
18/06/2007,669,1
19/06/2007,637,9
20/06/2007,602,4
21/06/2007,568,2
22/06/2007,541,19
23/06/2007,506,1
24/06/2007,471,0
25/06/2007,436,1
26/06/2007,401,1
27/06/2007,370,0
28/06/2007,347,2
29/06/2007,336,3
30/06/2007,322,3
01/07/2007,305,0
02/07/2007,285,0
03/07/2007,281,0
04/07/2007,273,0
05/07/2007,264,0
06/07/2007,279,11
07/07/2007,273,0
08/07/2007,267,0
09/07/2007,261,0
10/07/2007,252,1
11/07/2007,243,1
12/07/2007,251,22
13/07/2007,256,12
14/07/2007,251,0
15/07/2007,242,0
16/07/2007,237,12
17/07/2007,230,2
18/07/2007,224,6
19/07/2007,218,9
20/07/2007,212,0
21/07/2007,206,0
22/07/2007,200,2
23/07/2007,194,0
24/07/2007,191,0
25/07/2007,186,0
26/07/2007,181,0
27/07/2007,176,0
28/07/2007,176,48
29/07/2007,177,27
30/07/2007,181,49
31/07/2007,185,1
01/08/2007,200,25
02/08/2007,208,9
03/08/2007,217,2
04/08/2007,217,0
05/08/2007,211,0
06/08/2007,205,0
07/08/2007,199,0
08/08/2007,221,0
09/08/2007,236,0
10/08/2007,248,0
11/08/2007,270,0
12/08/2007,307,0
13/08/2007,344,0
14/08/2007,380,0
15/08/2007,417,0
16/08/2007,456,0
17/08/2007,493,0
18/08/2007,528,11
19/08/2007,554,15
20/08/2007,580,2
21/08/2007,602,28
22/08/2007,633,32
23/08/2007,673,6
24/08/2007,715,0
25/08/2007,747,0
26/08/2007,790,7
27/08/2007,821,0
28/08/2007,851,0
29/08/2007,882,0
30/08/2007,960,41
31/08/2007,1018,42
01/09/2007,1071,1
02/09/2007,1114,0
03/09/2007,1190,67
04/09/2007,1255,0
05/09/2007,1299,5
06/09/2007,1377,61
07/09/2007,1416,0
08/09/2007,1467,21
09/09/2007,1518,0
10/09/2007,1561,0
11/09/2007,1593,0
12/09/2007,1626,0
13/09/2007,1653,0
14/09/2007,1716,37
15/09/2007,1774,0
16/09/2007,1814,0
17/09/2007,1848,0
18/09/2007,1882,0
19/09/2007,1911,0
20/09/2007,1945,5
21/09/2007,1980,1
22/09/2007,2011,0
23/09/2007,2044,0
24/09/2007,2075,0
25/09/2007,2103,0
26/09/2007,2124,0
27/09/2007,2140,0
28/09/2007,2182,49
29/09/2007,2206,0
30/09/2007,2241,15
01/10/2007,2265,4
02/10/2007,2290,2
03/10/2007,2304,0
04/10/2007,2287,0
05/10/2007,2265,0
06/10/2007,2241,0
07/10/2007,2217,0
08/10/2007,2195,0
09/10/2007,2171,0
10/10/2007,2142,0
11/10/2007,2103,0
12/10/2007,2064,0
13/10/2007,2022,0
14/10/2007,2003,0
15/10/2007,1963,0
16/10/2007,1926,0
17/10/2007,2501,0
18/10/2007,1867,0
19/10/2007,1836,0
20/10/2007,1802,0
21/10/2007,1767,0
22/10/2007,1739,0
23/10/2007,1728,3
24/10/2007,1763,41
25/10/2007,1791,19
26/10/2007,1821,14
27/10/2007,1845,7
28/10/2007,1882,17
29/10/2007,2082,103
30/10/2007,2298,0
31/10/2007,2398,0
01/11/2007,2429,0
02/11/2007,2464,0
03/11/2007,2507,7
04/11/2007,2521,6
05/11/2007,2542,10
06/11/2007,2559,0
07/11/2007,2574,0
08/11/2007,2568,0
09/11/2007,2550,0
10/11/2007,2536,0
11/11/2007,2524,0
12/11/2007,2521,0
13/11/2007,2518,0
14/11/2007,2518,0
15/11/2007,2512,0
16/11/2007,2509,0
17/11/2007,2501,0
18/11/2007,2495,0
19/11/2007,2492,2
20/11/2007,2515,38
21/11/2007,2559,44
22/11/2007,2574,0
23/11/2007,2580,0
24/11/2007,2583,0
25/11/2007,2583,0
26/11/2007,2580,0
27/11/2007,2580,0
28/11/2007,2577,0
29/11/2007,2574,0
30/11/2007,2571,0
01/12/2007,2568,0
02/12/2007,2565,0
03/12/2007,2562,6
04/12/2007,2568,2
05/12/2007,2565,0
06/12/2007,2568,7
07/12/2007,2580,16
08/12/2007,2592,2
09/12/2007,2595,0
10/12/2007,2598,0
11/12/2007,2598,0
12/12/2007,2598,0
13/12/2007,2598,0
14/12/2007,2595,0
15/12/2007,2592,0
16/12/2007,2589,0
17/12/2007,2586,0
18/12/2007,2595,19
19/12/2007,2703,90
20/12/2007,2975,101
21/12/2007,3085,0
22/12/2007,3131,0
23/12/2007,3231,300
24/12/2007,3231,0
25/12/2007,3231,0
26/12/2007,3134,0
27/12/2007,3118,0
28/12/2007,3104,0
29/12/2007,3101,0
30/12/2007,3101,0
31/12/2007,3101,0
01/01/2008,3101,0
02/01/2008,3098,0
03/01/2008,3095,0
04/01/2008,3093,3
05/01/2008,3131,47
06/01/2008,3146,0
07/01/2008,3231,0
08/01/2008,3231,0
09/01/2008,3231,0
10/01/2008,3231,0
11/01/2008,3231,0
12/01/2008,3231,0
13/01/2008,3146,0
14/01/2008,3146,0
15/01/2008,3146,0
16/01/2008,3142,0
17/01/2008,3142,0
18/01/2008,3138,0
19/01/2008,3134,0
20/01/2008,3128,0
21/01/2008,3124,0
22/01/2008,3121,0
23/01/2008,3118,0
24/01/2008,3114,0
25/01/2008,3108,0
26/01/2008,3101,0
27/01/2008,3095,0
28/01/2008,3090,0
29/01/2008,3085,0
30/01/2008,3077,0
31/01/2008,3069,0
01/02/2008,3061,0
02/02/2008,3054,0
03/02/2008,3048,0
04/02/2008,3041,0
05/02/2008,3035,0
06/02/2008,3031,0
07/02/2008,3025,0
08/02/2008,3018,0
09/02/2008,3015,0
10/02/2008,3012,1
11/02/2008,3009,1
12/02/2008,3005,0
13/02/2008,3002,0
14/02/2008,2999,0
15/02/2008,2995,0
16/02/2008,2995,0
17/02/2008,2982,0
18/02/2008,2979,0
19/02/2008,2973,0
20/02/2008,2966,0
21/02/2008,2960,0
22/02/2008,2953,0
23/02/2008,2944,0
24/02/2008,2934,0
25/02/2008,2924,0
26/02/2008,2915,0
27/02/2008,2886,0
28/02/2008,2851,0
29/02/2008,2826,0
01/03/2008,2801,0
02/03/2008,2776,0
03/03/2008,2752,0
04/03/2008,2727,0
05/03/2008,2703,0
06/03/2008,2678,0
07/03/2008,2654,0
08/03/2008,2627,0
09/03/2008,2603,0
10/03/2008,2577,0
11/03/2008,2550,0
12/03/2008,2533,18
13/03/2008,2527,6
14/03/2008,2518,4
15/03/2008,2504,1
16/03/2008,2487,0
17/03/2008,2464,0
18/03/2008,2441,0
19/03/2008,2415,0
20/03/2008,2393,0
21/03/2008,2452,82
22/03/2008,2481,25
23/03/2008,2484,4
24/03/2008,2484,0
25/03/2008,2481,0
26/03/2008,2501,58
27/03/2008,2501,0
28/03/2008,2501,0
29/03/2008,2498,0
30/03/2008,2495,0
31/03/2008,2492,0
01/04/2008,2487,0
02/04/2008,2484,0
03/04/2008,2478,0
04/04/2008,2475,0
05/04/2008,2469,0
06/04/2008,2464,0
07/04/2008,2458,0
08/04/2008,2449,0
09/04/2008,2441,0
10/04/2008,2432,0
11/04/2008,2424,0
12/04/2008,2415,0
13/04/2008,2407,0
14/04/2008,2398,0
15/04/2008,2393,0
16/04/2008,2384,0
17/04/2008,2376,0
18/04/2008,2367,0
19/04/2008,2359,0
20/04/2008,2351,0
21/04/2008,2342,0
22/04/2008,2337,0
23/04/2008,2331,0
24/04/2008,2326,0
25/04/2008,2320,0
26/04/2008,2312,0
27/04/2008,2304,0
28/04/2008,2295,0
29/04/2008,2287,0
30/04/2008,2279,0
01/05/2008,2257,0
02/05/2008,2219,0
03/05/2008,2182,0
04/05/2008,2145,0
05/05/2008,2111,0
06/05/2008,2072,0
07/05/2008,2036,0
08/05/2008,2000,0
09/05/2008,1962,0
10/05/2008,1926,0
11/05/2008,1908,14
12/05/2008,1872,0
13/05/2008,1821,1
14/05/2008,1769,0
15/05/2008,1716,0
16/05/2008,1662,0
17/05/2008,1608,0
18/05/2008,1557,0
19/05/2008,1504,0
20/05/2008,1452,0
21/05/2008,1400,2
22/05/2008,1420,63
23/05/2008,1377,1
24/05/2008,1325,0
25/05/2008,1273,0
26/05/2008,1221,0
27/05/2008,1168,0
28/05/2008,1115,0
29/05/2008,1063,0
30/05/2008,1011,0
31/05/2008,958,0
01/06/2008,945,9
02/06/2008,927,0
03/06/2008,909,0
04/06/2008,891,0
05/06/2008,873,2
06/06/2008,853,0
07/06/2008,832,0
08/06/2008,812,0
09/06/2008,801,1
10/06/2008,800,5
11/06/2008,797,0
12/06/2008,794,1
13/06/2008,790,0
14/06/2008,786,0
15/06/2008,782,0
16/06/2008,776,0
17/06/2008,771,0
18/06/2008,766,0
19/06/2008,760,0
20/06/2008,755,11
21/06/2008,749,0
22/06/2008,763,66
23/06/2008,763,0
24/06/2008,757,0
25/06/2008,752,0
26/06/2008,747,1
27/06/2008,741,0
28/06/2008,736,4
29/06/2008,738,5
30/06/2008,738,1
01/07/2008,736,0
02/07/2008,736,8
03/07/2008,732,0
04/07/2008,729,3
05/07/2008,725,0
06/07/2008,721,0
07/07/2008,715,0
08/07/2008,711,0
09/07/2008,706,0
10/07/2008,715,16
11/07/2008,711,0
12/07/2008,705,0
13/07/2008,699,0
14/07/2008,693,0
15/07/2008,687,0
16/07/2008,682,0
17/07/2008,677,0
18/07/2008,673,0
19/07/2008,681,40
20/07/2008,677,0
21/07/2008,673,0
22/07/2008,668,0
23/07/2008,662,0
24/07/2008,657,0
25/07/2008,653,2
26/07/2008,648,0
27/07/2008,644,9
28/07/2008,641,9
29/07/2008,645,10
30/07/2008,645,0
31/07/2008,643,0
01/08/2008,639,0
02/08/2008,633,0
03/08/2008,628,0
04/08/2008,624,3
05/08/2008,622,0
06/08/2008,619,0
07/08/2008,617,0
08/08/2008,614,0
09/08/2008,614,5
10/08/2008,613,0
11/08/2008,611,1
12/08/2008,609,0
13/08/2008,604,0
14/08/2008,598,0
15/08/2008,592,0
16/08/2008,586,0
17/08/2008,580,2
18/08/2008,578,30
19/08/2008,574,0
20/08/2008,584,98
21/08/2008,584,0
22/08/2008,582,0
23/08/2008,578,0
24/08/2008,573,0
25/08/2008,568,0
26/08/2008,563,0
27/08/2008,558,0
28/08/2008,553,0
29/08/2008,548,0
30/08/2008,543,0
31/08/2008,539,0
01/09/2008,540,17
02/09/2008,539,0
03/09/2008,536,0
04/09/2008,533,0
05/09/2008,531,0
06/09/2008,526,0
07/09/2008,523,0
08/09/2008,519,1
09/09/2008,515,0
10/09/2008,513,0
11/09/2008,510,0
12/09/2008,505,0
13/09/2008,502,0
14/09/2008,497,0
15/09/2008,502,15
16/09/2008,500,0
17/09/2008,496,0
18/09/2008,491,0
19/09/2008,489,0
20/09/2008,485,0
21/09/2008,493,10
22/09/2008,529,0
23/09/2008,582,0
24/09/2008,632,0
25/09/2008,689,9
26/09/2008,736,0
27/09/2008,783,0
28/09/2008,837,0
29/09/2008,888,0
30/09/2008,941,20
01/10/2008,989,0
02/10/2008,1033,0
03/10/2008,1074,1
04/10/2008,1122,6
05/10/2008,1177,7
06/10/2008,1215,0
07/10/2008,1257,0
08/10/2008,1292,0
09/10/2008,1323,0
10/10/2008,1348,0
11/10/2008,1381,0
12/10/2008,1416,2
13/10/2008,1462,8
14/10/2008,1508,5
15/10/2008,1550,1
16/10/2008,1595,8
17/10/2008,1633,1
18/10/2008,1687,25
19/10/2008,1739,1
20/10/2008,1810,28
21/10/2008,1908,69
22/10/2008,1960,7
23/10/2008,2018,77
24/10/2008,2039,0
25/10/2008,2077,11
26/10/2008,2090,0
27/10/2008,2093,0
28/10/2008,2093,0
29/10/2008,2095,0
30/10/2008,2090,0
31/10/2008,2090,0
01/11/2008,2100,0
02/11/2008,2108,0
03/11/2008,2113,0
04/11/2008,2116,0
05/11/2008,2119,0
06/11/2008,2121,0
07/11/2008,2119,0
08/11/2008,2113,0
09/11/2008,2108,0
10/11/2008,2124,0
11/11/2008,2134,6
12/11/2008,2129,0
13/11/2008,2124,0
14/11/2008,2119,0
15/11/2008,2111,0
16/11/2008,2137,33
17/11/2008,2127,0
18/11/2008,2116,0
19/11/2008,2095,1
20/11/2008,2082,0
21/11/2008,2085,0
22/11/2008,2116,31
23/11/2008,2142,16
24/11/2008,2155,3
25/11/2008,2163,4
26/11/2008,2214,56
27/11/2008,2373,97
28/11/2008,2898,162
29/11/2008,2829,64
30/11/2008,2982,22
01/12/2008,3018,7
02/12/2008,3051,14
03/12/2008,3093,0
04/12/2008,3231,0
05/12/2008,3231,0
06/12/2008,3231,0
07/12/2008,3231,0
08/12/2008,3231,0
09/12/2008,3231,2
10/12/2008,3231,4
11/12/2008,3231,0
12/12/2008,3231,0
13/12/2008,3231,0
14/12/2008,3231,0
15/12/2008,3231,0
16/12/2008,3231,0
17/12/2008,3231,0
18/12/2008,3231,0
19/12/2008,3231,0
20/12/2008,3231,0
21/12/2008,3231,0
22/12/2008,3231,0
23/12/2008,3213,0
24/12/2008,3186,0
25/12/2008,3159,0
26/12/2008,3134,0
27/12/2008,3121,0
28/12/2008,3108,0
29/12/2008,3098,0
30/12/2008,3087,0
31/12/2008,3073,0
01/01/2009,3058,0
02/01/2009,3045,0
03/01/2009,3031,0
04/01/2009,3022,0
05/01/2009,3012,0
06/01/2009,2999,0
07/01/2009,2989,0
08/01/2009,2982,2
09/01/2009,2979,0
10/01/2009,2976,0
11/01/2009,2973,0
12/01/2009,2963,0
13/01/2009,2953,0
14/01/2009,2944,0
15/01/2009,2934,0
16/01/2009,2921,0
17/01/2009,2921,0
18/01/2009,2924,0
19/01/2009,2924,0
20/01/2009,2921,0
21/01/2009,2918,0
22/01/2009,2921,0
23/01/2009,2924,0
24/01/2009,2931,0
25/01/2009,2934,0
26/01/2009,2934,0
27/01/2009,2944,0
28/01/2009,2960,0
29/01/2009,2973,0
30/01/2009,2992,0
31/01/2009,3015,0
01/02/2009,3025,0
02/02/2009,3038,0
03/02/2009,3025,0
04/02/2009,3022,0
05/02/2009,3015,0
06/02/2009,3002,0
07/02/2009,2986,0
08/02/2009,2963,0
09/02/2009,2950,0
10/02/2009,2918,0
11/02/2009,2902,0
12/02/2009,2886,0
13/02/2009,2867,0
14/02/2009,2854,0
15/02/2009,2839,0
16/02/2009,2823,0
17/02/2009,2804,0
18/02/2009,2792,0
19/02/2009,2782,0
20/02/2009,2770,0
21/02/2009,2761,0
22/02/2009,2761,0
23/02/2009,2761,0
24/02/2009,2767,0
25/02/2009,2770,0
26/02/2009,2776,0
27/02/2009,2786,0
28/02/2009,2795,0
01/03/2009,2798,0
02/03/2009,2795,0
03/03/2009,2789,0
04/03/2009,2798,0
05/03/2009,2807,0
06/03/2009,2817,0
07/03/2009,2823,0
08/03/2009,2839,0
09/03/2009,2839,0
10/03/2009,2842,0
11/03/2009,2854,0
12/03/2009,2861,0
13/03/2009,2870,0
14/03/2009,2877,0
15/03/2009,2883,0
16/03/2009,2883,0
17/03/2009,2886,0
18/03/2009,2889,0
19/03/2009,2892,0
20/03/2009,2896,0
21/03/2009,2899,0
22/03/2009,2902,0
23/03/2009,2905,0
24/03/2009,2902,0
25/03/2009,2902,0
26/03/2009,2902,0
27/03/2009,2912,0
28/03/2009,2915,0
29/03/2009,2912,0
30/03/2009,2905,0
31/03/2009,2899,0
01/04/2009,2886,0
02/04/2009,2858,0
03/04/2009,2810,0
04/04/2009,2764,0
05/04/2009,2724,0
06/04/2009,2690,0
07/04/2009,2666,0
08/04/2009,2639,0
09/04/2009,2612,0
10/04/2009,2586,0
11/04/2009,2559,0
12/04/2009,2536,0
13/04/2009,2510,0
14/04/2009,2484,0
15/04/2009,2458,0
16/04/2009,2432,0
17/04/2009,2404,0
18/04/2009,2396,0
19/04/2009,2390,0
20/04/2009,2384,0
21/04/2009,2379,0
22/04/2009,2373,0
23/04/2009,2367,0
24/04/2009,2359,0
25/04/2009,2351,0
26/04/2009,2342,0
27/04/2009,2331,0
28/04/2009,2320,0
29/04/2009,2309,0
30/04/2009,2298,0
01/05/2009,2287,0
02/05/2009,2276,0
03/05/2009,2265,0
04/05/2009,2255,0
05/05/2009,2244,0
06/05/2009,2233,0
07/05/2009,2222,0
08/05/2009,2211,0
09/05/2009,2201,0
10/05/2009,2190,0
11/05/2009,2179,0
12/05/2009,2171,0
13/05/2009,2163,0
14/05/2009,2155,0
15/05/2009,2145,0
16/05/2009,2134,0
17/05/2009,2126,0
18/05/2009,2116,0
19/05/2009,2108,0
20/05/2009,2100,0
21/05/2009,2090,11
22/05/2009,2085,0
23/05/2009,2077,0
24/05/2009,2069,0
25/05/2009,2062,0
26/05/2009,2051,0
27/05/2009,2041,0
28/05/2009,2033,1
29/05/2009,2025,0
30/05/2009,2016,1
31/05/2009,2006,2
01/06/2009,2000,5
02/06/2009,1993,0
03/06/2009,1985,0
04/06/2009,1978,0
05/06/2009,1973,9
06/06/2009,1965,0
07/06/2009,1955,0
08/06/2009,1945,0
09/06/2009,1938,0
10/06/2009,1928,0
11/06/2009,1918,1
12/06/2009,1911,0
13/06/2009,1901,0
14/06/2009,1894,2
15/06/2009,1894,0
16/06/2009,1879,0
17/06/2009,1872,0
18/06/2009,1867,5
19/06/2009,1860,0
20/06/2009,1853,0
21/06/2009,1845,5
22/06/2009,1819,0
23/06/2009,1793,0
24/06/2009,1765,0
25/06/2009,1737,0
26/06/2009,1709,0
27/06/2009,1682,0
28/06/2009,1653,3
29/06/2009,1624,0
30/06/2009,1595,0
01/07/2009,1567,0
02/07/2009,1540,0
03/07/2009,1512,2
04/07/2009,1483,0
05/07/2009,1456,6
06/07/2009,1428,0
07/07/2009,1398,0
08/07/2009,1369,0
09/07/2009,1342,0
10/07/2009,1314,2
11/07/2009,1286,0
12/07/2009,1257,0
13/07/2009,1227,0
14/07/2009,1197,0
15/07/2009,1167,0
16/07/2009,1135,1
17/07/2009,1104,0
18/07/2009,1074,0
19/07/2009,1042,1
20/07/2009,1013,3
21/07/2009,983,0
22/07/2009,954,0
23/07/2009,925,0
24/07/2009,895,0
25/07/2009,865,0
26/07/2009,836,0
27/07/2009,807,0
28/07/2009,778,11
29/07/2009,755,18.6
30/07/2009,726,2
31/07/2009,722,46
01/08/2009,695,0.4
02/08/2009,668,0
03/08/2009,641,0
04/08/2009,613,0
05/08/2009,586,0
06/08/2009,558,2
07/08/2009,529,0
08/08/2009,500,0
09/08/2009,471,0
10/08/2009,443,0
11/08/2009,416,14
12/08/2009,389,0
13/08/2009,362,1.4
14/08/2009,338,0
15/08/2009,400,145
16/08/2009,373,0
17/08/2009,348,9
18/08/2009,325,11
19/08/2009,303,0
20/08/2009,281,0
21/08/2009,262,5
22/08/2009,244,0
23/08/2009,229,0
24/08/2009,214,0
25/08/2009,205,0
26/08/2009,193,0
27/08/2009,187,0.2
28/08/2009,180,0
29/08/2009,177,0
30/08/2009,175,4
31/08/2009,177,10
01/09/2009,180,18
02/09/2009,173,0
03/09/2009,171,0
04/09/2009,168,2.4
05/09/2009,165,2
06/09/2009,161,0
07/09/2009,157,0
08/09/2009,153,0
09/09/2009,149,0
10/09/2009,145,0
11/09/2009,141,0
12/09/2009,137,0
13/09/2009,133,0
14/09/2009,131,17
15/09/2009,129,0
16/09/2009,127,0
17/09/2009,125,1
18/09/2009,123,0
19/09/2009,122,0
20/09/2009,150,0
21/09/2009,194,25.45
22/09/2009,243,0
23/09/2009,294,0
24/09/2009,345,19
25/09/2009,393,0
26/09/2009,437,0
27/09/2009,478,0
28/09/2009,519,9
29/09/2009,551,0
30/09/2009,574,1.4
01/10/2009,605,1
02/10/2009,645,0
03/10/2009,687,0
04/10/2009,728,0
05/10/2009,764,0
06/10/2009,797,0
07/10/2009,828,0
08/10/2009,858,0
09/10/2009,889,0
10/10/2009,934,57
11/10/2009,973,0
12/10/2009,1007,0
13/10/2009,1036,0
14/10/2009,1064,0
15/10/2009,1095,0
16/10/2009,1127,0
17/10/2009,1157,0
18/10/2009,1172,0
19/10/2009,1187,0
20/10/2009,1209,0
21/10/2009,1239,0
22/10/2009,1250,0
23/10/2009,1261,0
24/10/2009,1279,0
25/10/2009,1279,0
26/10/2009,1273,0
27/10/2009,1261,0
28/10/2009,1241,0
29/10/2009,1220,5
30/10/2009,1206,17
31/10/2009,1189,0
01/11/2009,1175,0
02/11/2009,1165,0
03/11/2009,1153,9
04/11/2009,1162,30
05/11/2009,1170,30
06/11/2009,1178,15
07/11/2009,1229,71
08/11/2009,1286,37.6
09/11/2009,1392,54.6
10/11/2009,1473,3
11/11/2009,1525,7
12/11/2009,1554,0
13/11/2009,1563,0
14/11/2009,1565,0
15/11/2009,1606,42.4
16/11/2009,1651,11.4
17/11/2009,1696,0
18/11/2009,1721,0
19/11/2009,1763,0
20/11/2009,1802,0
21/11/2009,1845,0
22/11/2009,1882,17
23/11/2009,1921,0
24/11/2009,1960,0
25/11/2009,1998,2
26/11/2009,2033,0
27/11/2009,2069,0
28/11/2009,2111,0
29/11/2009,2158,0
30/11/2009,2206,0
01/12/2009,2255,0
02/12/2009,2301,0
03/12/2009,2348,1
04/12/2009,2401,19
05/12/2009,2444,1
06/12/2009,2484,0
07/12/2009,2524,0
08/12/2009,2565,0
09/12/2009,2606,0
10/12/2009,2645,0
11/12/2009,2684,0
12/12/2009,2721,0
13/12/2009,2761,0
14/12/2009,2801,0
15/12/2009,2826,0
16/12/2009,2940,87
17/12/2009,2931,12
18/12/2009,2877,1
19/12/2009,2823,0
20/12/2009,2761,0
21/12/2009,2721,12
22/12/2009,2666,3
23/12/2009,2603,0
24/12/2009,2565,0
25/12/2009,2536,0
26/12/2009,2498,0
27/12/2009,2464,0
28/12/2009,2432,0
29/12/2009,2396,0
30/12/2009,2359,0
31/12/2009,2320,0
01/01/2010,2293,0
02/01/2010,2252,0
03/01/2010,2214,0
04/01/2010,2182,0
05/01/2010,2150,0
06/01/2010,2116,0
07/01/2010,2082,0
08/01/2010,2056,0
09/01/2010,2031,0
10/01/2010,2006,0
11/01/2010,1980,0
12/01/2010,1955,0
13/01/2010,1931,0
14/01/2010,1908,3
15/01/2010,1884,0
16/01/2010,1865,0
17/01/2010,1860,0
18/01/2010,1855,0
19/01/2010,1848,0
20/01/2010,1821,0
21/01/2010,1788,0
22/01/2010,1763,0
23/01/2010,1737,0
24/01/2010,1709,0
25/01/2010,1682,0
26/01/2010,1655,0
27/01/2010,1626,0
28/01/2010,1598,0
29/01/2010,1572,0
30/01/2010,1546,0
31/01/2010,1520,0
01/02/2010,1493,0
02/02/2010,1467,0
03/02/2010,1446,0
04/02/2010,1430,0
05/02/2010,1422,0
06/02/2010,1414,0
07/02/2010,1406,0
08/02/2010,1410,0
09/02/2010,1416,0
10/02/2010,1422,0
11/02/2010,1430,0
12/02/2010,1436,0
13/02/2010,1446,0
14/02/2010,1460,0
15/02/2010,1475,0
16/02/2010,1487,0
17/02/2010,1502,0
18/02/2010,1518,0
19/02/2010,1535,0
20/02/2010,1559,0
21/02/2010,1587,0
22/02/2010,1613,0
23/02/2010,1635,0
24/02/2010,1660,0
25/02/2010,1682,0
26/02/2010,1700,0
27/02/2010,1719,0
28/02/2010,1739,0
01/03/2010,1758,0
02/03/2010,1772,0
03/03/2010,1781,0
04/03/2010,1788,0
05/03/2010,1802,0
06/03/2010,1817,0
07/03/2010,1833,0
08/03/2010,1853,0
09/03/2010,1872,0
10/03/2010,1889,0
11/03/2010,1899,0
12/03/2010,1913,0
13/03/2010,1926,0
14/03/2010,1936,0
15/03/2010,1945,0
16/03/2010,1953,0
17/03/2010,1963,0
18/03/2010,1968,0
19/03/2010,1975,0
20/03/2010,1980,0
21/03/2010,1983,0
22/03/2010,1988,0
23/03/2010,1990,0
24/03/2010,2000,0
25/03/2010,2011,0
26/03/2010,2026,0
27/03/2010,2041,0
28/03/2010,2054,0
29/03/2010,2059,0
30/03/2010,2059,0
31/03/2010,2059,0
01/04/2010,2054,0
02/04/2010,2046,0
03/04/2010,2028,0
04/04/2010,2000,0
05/04/2010,1968,0
06/04/2010,1938,0
07/04/2010,1908,0
08/04/2010,1874,0
09/04/2010,1843,0
10/04/2010,1812,0
11/04/2010,1795,0
12/04/2010,1763,0
13/04/2010,1730,0
14/04/2010,1698,0
15/04/2010,1666,0
16/04/2010,1635,0
17/04/2010,1606,0
18/04/2010,1578,0
19/04/2010,1548,0
20/04/2010,1518,0
21/04/2010,1491,0
22/04/2010,1462,0
23/04/2010,1432,0
24/04/2010,1404,0
25/04/2010,1394,0
26/04/2010,1389,0
27/04/2010,1383,0
28/04/2010,1375,0
29/04/2010,1369,0
30/04/2010,1363,0
01/05/2010,1356,1
